Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Product ID
eileen-gray-her-life-and-her-work-97467,Eileen Gray: Her Life and Her Work,"<p>Eileen Gray: Her Life and Her Work</p>
<p>Book ID: 97467</p>",Prestel,Book,,TRUE,,,,,,,'97467,0,shopify,,deny,manual,39.95,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9874832777
eileen-gray-intimate-architecture,Eileen Gray Intimate Architecture,"<p>Eileen Gray Intimate Architecture</p>
<p>Book ID: S00093</p>",Idea,Book,,TRUE,,,,,,,'S00093,0,shopify,,deny,manual,21,,TRUE,TRUE,'9782373820072,,,,FALSE,,,,,,,,,,,,,,,,,lb,,10302679561
eileen-gray-the-private-painter-99055,Eileen Gray: The Private Painter,"<p>Eileen Gray: The Private Painter</p>
<p>Book ID: 99055</p>",orders@ipgbook.com,Book,,TRUE,,,,,,,'99055,0,shopify,,deny,manual,60,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9875908553
eisenman,"Christo, Whitney Museum of American Art Packed","<p>Christo, Whitney Museum of American Art Packed</p>
<p>Book ID: P00059</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'P00059,0,shopify,,deny,manual,40,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,10283886857
eladio-dieste-1943-1996-60882,Eladio Dieste 1943-1996,"<p>Eladio Dieste 1943-1996</p>
<p>Book ID: 60882</p>",Consejerja de Obras Publicas y Transportes.,Book,,TRUE,,,,,,,'60882,0,shopify,,deny,manual,250,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9368269385
el-alto-101481,El Alto.,"<p>El Alto.</p>
<p>Book ID: 101481</p>",Idea,Book,,TRUE,,,,,,,'101481,0,shopify,,deny,manual,21,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9883422153
el-croquis-133-juan-navarro-baldeweg-1996-2006-intervention-in-a-field-of-energies-73893,El Croquis 133:  Juan Navarro Baldeweg 1996- 2006. Intervention in a Field of Energies,"<p>El Croquis 133:  Juan Navarro Baldeweg 1996- 2006. Intervention in a Field of Energies</p>
<p>Book ID: 73893</p>",El Croquis.,Book,,TRUE,,,,,,,'73893,0,shopify,,deny,manual,76.5,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9805573001
el-croquis-144-embt-enrique-miralles-benedetta-tagliabue-2000-2009-after-life-in-progress-81685,El Croquis 144: EMBT Enrique Miralles / Benedetta Tagliabue 2000-2009 - After-life in Progress,"<p>El Croquis 144: EMBT Enrique Miralles / Benedetta Tagliabue 2000-2009 - After-life in Progress</p>
<p>Book ID: 81685</p>",Idea,Book,,TRUE,,,,,,,'81685,0,shopify,,deny,manual,83,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9819116873
el-croquis-148-collective-experiments-84232,El Croquis #148: Collective Experiments,"<p>El Croquis #148: Collective Experiments</p>
<p>Book ID: 84232</p>",Idea,Book,,TRUE,,,,,,,'84232,0,shopify,,deny,manual,75,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9822746441
el-croquis-150-174-175-david-chipperfield-2006-2014-100543,El Croquis 150 + 174/175: David Chipperfield. 2006-2014,"<p>El Croquis 150 + 174/175: David Chipperfield. 2006-2014</p>
<p>Book ID: 100543</p>",Idea,Book,,TRUE,,,,,,,'100543,0,shopify,,deny,manual,137,0,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9876301641
el-croquis-152-153-herzog-de-meuron-2005-2010-programme-monument-landscape-87299,"El Croquis 152/ 153: Herzog & de Meuron 2005-2010. Programme, Monument, Landscape","<p>El Croquis 152/ 153: Herzog & de Meuron 2005-2010. Programme, Monument, Landscape</p>
<p>Book ID: 87299</p>",Idea Books.,Book,,TRUE,,,,,,,'87299,0,shopify,,deny,manual,92,0,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9831685769
el-croquis-157-studio-mumbai-90837,El Croquis 157: Studio Mumbai,"<p>El Croquis 157: Studio Mumbai</p>
<p>Book ID: 90837</p>",Idea Books.,Book,,TRUE,,,,,,,'90837,0,shopify,,deny,manual,82,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9854300937
el-croquis-158-john-pawson-the-voice-of-matter-91043,El Croquis 158: John Pawson - The Voice of Matter,"<p>El Croquis 158: John Pawson - The Voice of Matter</p>
<p>Book ID: 91043</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'91043,0,shopify,,deny,manual,82,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9854346377
el-croquis-159-neutelings-riedijk-91872,El Croquis 159: Neutelings Riedijk,"<p>El Croquis 159: Neutelings Riedijk</p>
<p>Book ID: 91872</p>",William Stout Architectural Books,Book,bold_points_earned,TRUE,,,,,,,'91872,0,shopify,,deny,manual,76,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9855146121
el-croquis-162-rcr-arquitectes-2007-2012-poetic-abstraction-92817,El Croquis 162: RCR Arquitectes 2007 - 2012 - Poetic Abstraction,"<p>El Croquis 162: RCR Arquitectes 2007 - 2012 - Poetic Abstraction</p>
<p>Book ID: 92817</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'92817,0,shopify,,deny,manual,92,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9855595081
el-croquis-163-164-glenn-murcutt-feathers-of-metal-92981,El Croquis 163/164: Glenn Murcutt - Feathers of Metal,"<p>El Croquis 163/164: Glenn Murcutt - Feathers of Metal</p>
<p>Book ID: 92981</p>",William Stout Architectural Books,Book,bold_points_earned,TRUE,,,,,,,'92981,0,shopify,,deny,manual,101.5,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9865522761
el-croquis-167-smiljan-radic-94545,El Croquis 167: Smiljan Radic,"<p>El Croquis 167: Smiljan Radic</p>
<p>Book ID: 94545</p>",IDEA,Book,,TRUE,,,,,,,'94545,0,shopify,,deny,manual,63.5,,TRUE,TRUE,'9788488386762,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9866441545
el-croquis-168-169-alvaro-siza-95206,El Croquis 168/169: Alvaro Siza,"<p>El Croquis 168/169: Alvaro Siza</p>
<p>Book ID: 95206</p>",IDEA,Book,,TRUE,,,,,,,'95206,0,shopify,,deny,manual,101.5,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9866876553
el-croquis-174-175-david-chipperfield-2010-2014-97808,El Croquis 174 -175: David Chipperfield (2010 - 2014),"<p>El Croquis 174 -175: David Chipperfield (2010 - 2014)</p>
<p>Book ID: 97808</p>",IDEA,Book,,TRUE,,,,,,,'97808,0,shopify,,deny,manual,101.5,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9874522825
el-croquis-176-eduardo-souto-de-moura-99543,El Croquis 176: Eduardo Souto De Moura,"<p>El Croquis 176: Eduardo Souto De Moura</p>
<p>Book ID: 99543</p>",Idea,Book,,TRUE,,,,,,,'99543,0,shopify,,deny,manual,83,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9875988041
el-croquis-177-178-lacaton-vassal-99798,El Croquis 177 - 178: Lacaton & Vassal,"<p>El Croquis 177 - 178: Lacaton & Vassal</p>
<p>Book ID: 98101</p>",Idea,Book,,TRUE,,,,,,,'98101,0,shopify,,deny,manual,90,,TRUE,TRUE,'9788488386847,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9876096265
el-croquis-177-178-lacaton-vassal-revised-hb-reprint,El Croquis 177/178 Lacaton & Vassal (Revised Hardcover Reprint),"<p>El Croquis 177/178 Lacaton & Vassal (Revised Hardcover Reprint)</p>
<p>Book ID: S00482</p>",Idea,Book,,TRUE,,,,,,,'S00482,0,shopify,,deny,manual,127.5,,TRUE,TRUE,'9788488386991,,,,FALSE,,,,,,,,,,,,,,,,,lb,,98394537993
el-croquis-179-180-sanaa-2011-2015,El Croquis 179-180: Sanaa 2011-2015,"<p>El Croquis 179-180: Sanaa 2011-2015</p>
<p>Book ID: 98560</p>",Idea,Book,Invoice,TRUE,,,,,,,'98560,0,shopify,,deny,manual,105.5,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,0
el-croquis-182-christian-kerez-junya-ishigami-99086,El Croquis 182: Christian Kerez-Junya Ishigami,"<p>El Croquis 182: Christian Kerez-Junya Ishigami</p>
<p>Book ID: 99086</p>",Idea,Book,Invoice,TRUE,,,,,,,'99086,0,shopify,,deny,manual,72,,TRUE,TRUE,'9788488386878,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9875912841
el-croquis-183-jean-nouvel-2007-2016-contemporary-reflections-99190,"El Croquis 183: Jean Nouvel 2007â€“2016, Contemporary Reflections","<p>El Croquis 183: Jean Nouvel 2007â€“2016, Contemporary Reflections</p>
<p>Book ID: 99190</p>",Idea,Book,,TRUE,,,,,,,'99190,0,shopify,,deny,manual,95,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9875925577
el-croquis-184-amid-cero9-mos-99625,El Croquis 184: Amid.Cero9 / MOS,"<p>El Croquis 184: Amid.Cero9 / MOS</p>
<p>Book ID: 99625</p>",Idea,Book,,TRUE,,,,,,,'99625,0,shopify,,deny,manual,72,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9876072393
el-croquis-185-office-kersten-geers-david-van-severen-100159,El Croquis 185: Office Kersten Geers / David Van Severen,"<p>El Croquis 185: Office Kersten Geers / David Van Severen</p>
<p>Book ID: 100159</p>",Idea,Book,,TRUE,,,,,,,'100159,0,shopify,,deny,manual,74,,TRUE,TRUE,'9788488386908,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9876238089
el-croquis-186-aires-mateus-2011-2016-100861,El Croquis 186: Aires Mateus,"<p>El Croquis 186: Aires Mateus</p>
<p>Book ID: 100861</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'100861,0,shopify,,deny,manual,74,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,0
el-croquis-187-sergison-bates-2004-2016-100919,El Croquis 187: Sergison Bates 2004-2016,"<p>El Croquis 187: Sergison Bates 2004-2016</p>
<p>Book ID: 100919</p>",Idea,Book,,TRUE,,,,,,,'100919,0,shopify,,deny,manual,70,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9883125641
el-croquis-188-tham-videgard-101321,El Croquis 188: Tham & VidegÃ¥rd,"<p>El Croquis 188: Tham & VidegÃ¥rd</p>
<p>Book ID: 101321</p>",Idea,Book,,TRUE,,,,,,,'101321,0,shopify,,deny,manual,70,,TRUE,TRUE,'9788488386946,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9883380681
el-croquis-189-jose-maria-sanchez-garcia-alfredo-paya-toni-girones-1,El Croquis 189: JosÃ© MarÃ_a SÃ¡nchez GarcÃ_a / Alfredo PayÃ¡ / Toni GironÃ¨s,"<p>El Croquis 189: JosÃ© MarÃ_a SÃ¡nchez GarcÃ_a / Alfredo PayÃ¡ / Toni GironÃ¨s</p>
<p>Book ID: 101646</p>",Idea Books,Book,,TRUE,,,,,,,'101646,0,shopify,,deny,manual,72.5,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,16576249865
el-croquis-190-rcr-arquitectes,El Croquis 190: RCR Arquitectes,"<p>El Croquis 190: RCR Arquitectes</p>
<p>Book ID: S00121</p>",Idea,Book,,TRUE,,,,,,,'S00121,0,shopify,,deny,manual,94.5,,TRUE,TRUE,'9788488386960,,,,FALSE,,,,,,,,,,,,,,,,,lb,,10367639881
el-croquis-191-go-hasegawa-2005-2017,El Croquis 191: Go Hasegawa 2005-2017,"<p>El Croquis 191: Go Hasegawa 2005-2017</p>
<p>Book ID: S00339</p>",Idea,Book,bold_points_earned,TRUE,,,,,,,'S00339,0,shopify,,deny,manual,76.5,,TRUE,TRUE,'9788488386984,,,,FALSE,,,,,,,,,,,,,,,,,lb,,46541930505
el-croquis-30-49-50-miralles-pi-os-1983-1990-enric-miralles-1990-1994-17140,"El Croquis #30/49/50: Miralles/Piâ€“os 1983-1990, Enric Miralles 1990-1994","<p>El Croquis #30/49/50: Miralles/Piâ€“os 1983-1990, Enric Miralles 1990-1994</p>
<p>Book ID: 17140</p>",El Croquis,Book,,TRUE,,,,,,,'17140,0,shopify,,deny,manual,75,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9061553993
el-croquis-david-chipperfield-1991-2006-86472,El Croquis: David Chipperfield 1991-2006,"<p>El Croquis: David Chipperfield 1991-2006</p>
<p>Book ID: 86472</p>",Idea Books,Book,,TRUE,,,,,,,'86472,0,shopify,,deny,manual,124,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9824550089
el-croquis-rcr-arquitectes-1998-2012,El Croquis: RCR Arquitectes 1998-2012,"<p>El Croquis: RCR Arquitectes 1998-2012</p>
<p>Book ID: S00473</p>",Idea,Book,,TRUE,,,,,,,'S00473,0,shopify,,deny,manual,137,,TRUE,TRUE,'9788488386977,,,,FALSE,,,,,,,,,,,,,,,,,lb,,98118074377
el-croquis-the-very-best-works-at-the-turn-of-the-century-90870,El Croquis: The Very Best Works At The Turn Of The Century,"<p>El Croquis: The Very Best Works At The Turn Of The Century</p>
<p>Book ID: 90870</p>",Idea Books.,Book,,TRUE,,,,,,,'90870,0,shopify,,deny,manual,162.5,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9854308361
elemental-living-contemporary-houses-in-nature-100113,Elemental Living:  Contemporary Houses in Nature,"<p>Elemental Living:  Contemporary Houses in Nature</p>
<p>Book ID: 100113</p>",Phaidon,Book,,TRUE,,,,,,,'100113,0,shopify,,deny,manual,50,,TRUE,TRUE,'9780714873176,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9876147849
elements-of-design-rowena-reed-kostellow-and-the-structure-of-visual-relationships-48984,Elements of Design: Rowena Reed Kostellow and the Structure of Visual Relationships,"<p>Elements of Design: Rowena Reed Kostellow and the Structure of Visual Relationships</p>
<p>Book ID: 48984</p>",Princeton Architectural Press.,Book,,TRUE,,,,,,,'48984,0,shopify,,deny,manual,24.95,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9779318537
elements-of-venice-97489,Elements of Venice,"<p>Elements of Venice</p>
<p>Book ID: 97489</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'97489,0,shopify,,deny,manual,39,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9874835145
eleven-exercises-in-the-art-of-architectural-drawing-slow-food-for-the-architects-imagination-90335,Eleven Exercises in the Art of Architectural Drawing: Slow Food for the Architect's Imagination,"<p>Eleven Exercises in the Art of Architectural Drawing: Slow Food for the Architect's Imagination</p>
<p>Book ID: 90335</p>",Taylor and francis,Book,,TRUE,,,,,,,'90335,0,shopify,,deny,manual,49.95,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9843599497
emergent-timber-technologies-materials-construction-engineering-projects-97574,"Emergent Timber Technologies: Materials, Construction, Engineering Projects","<p>Emergent Timber Technologies: Materials, Construction, Engineering Projects</p>
<p>Book ID: 97574</p>",Springer,Book,,TRUE,,,,,,,'97574,0,shopify,,deny,manual,84,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9874846793
emeryville-98002,Emeryville,"<p>Emeryville</p>
<p>Book ID: 98002</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'98002,0,shopify,,deny,manual,19.99,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9874541769
emigre-57-lost-formats-preservation-society-77232,Emigre 57: Lost Formats Preservation Society,"<p>Emigre 57: Lost Formats Preservation Society</p>
<p>Book ID: 77232</p>","Emigre, Inc.",Book,bold_points_earned,TRUE,,,,,,,'77232,0,shopify,,deny,manual,40,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9814294601
emigre-fonts-type-specimens-1986-2016-99288,Emigre Fonts: Type Specimens 1986 - 2016,"<p>Emigre Fonts: Type Specimens 1986 - 2016</p>
<p>Book ID: 99288</p>",Gingko,Book,,TRUE,,,,,,,'99288,0,shopify,,deny,manual,35,0,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9875952073
emilio-ambasz-emerging-nature,Emilio Ambasz Emerging Nature,"<p>Emilio Ambasz Emerging Nature</p>
<p>Book ID: S00376</p>",Penguin Random House,Book,,TRUE,,,,,,,'S00376,0,shopify,,deny,manual,39,,TRUE,TRUE,'9783037785263,,,,FALSE,,,,,,,,,,,,,,,,,lb,,50104401929
encyclopedie-perret-60257,Encyclopedie Perret,"<p>Encyclopedie Perret</p>
<p>Book ID: 60257</p>",Le Moniteur.,Book,,TRUE,,,,,,,'60257,0,shopify,,deny,manual,108,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9368171017
entasis-1996-2015-100217,Entasis 1996-2015,"<p>Entasis 1996-2015</p>
<p>Book ID: 100217</p>",DAP,Book,,TRUE,,,,,,,'100217,0,shopify,,deny,manual,85,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9876246921
environmental-communications-1976-catalog-slides-film-video-books-101235,"Environmental Communications 1976 Catalog: Slides, Film, Video & Books","<p>Environmental Communications 1976 Catalog: Slides, Film, Video & Books</p>
<p>Book ID: 101235</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'101235,0,shopify,,deny,manual,60,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9883328009
environmental-communications-1979-catalog-slides-film-video-books-100346,"Environmental Communications 1979 Catalog: Slides, Film, Video & Books","<p>Environmental Communications 1979 Catalog: Slides, Film, Video & Books</p>
<p>Book ID: 100346</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'100346,0,shopify,,deny,manual,60,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9876270537
environmental-protection-agency-graphic-standards-system,Environmental Protection Agency Graphic Standards System,"<p>Environmental Protection Agency Graphic Standards System</p>
<p>Book ID: S00017</p>",DAP,Book,,TRUE,,,,,,,'S00017,0,shopify,,deny,manual,79,0,TRUE,TRUE,'9780692878309,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9812984649
envisioning-information-4959,Envisioning Information,"<p>Envisioning Information</p>
<p>Book ID: 4959</p>",Graphics Press.,Book,,TRUE,,,,,,,'4959,0,shopify,,deny,manual,75,0,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9732903433
ep-vol-2-design-fiction-100286,EP VOL 2: Design Fiction.,"<p>EP VOL 2: Design Fiction.</p>
<p>Book ID: 100286</p>",RAM,Book,,TRUE,,,,,,,'100286,0,shopify,,deny,manual,30,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9876258505
eric-owen-moss-architects-3585-source-books-in-architecture-100596,Eric Owen Moss Architects/3585 (Source Books in Architecture),"<p>Eric Owen Moss Architects/3585 (Source Books in Architecture)</p>
<p>Book ID: 100596</p>",Oro Editions,Book,,TRUE,,,,,,,'100596,0,shopify,,deny,manual,20,30,TRUE,TRUE,'9781940743165,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9876309321
erik-gunnar-asplund-1,Erik Gunnar Asplund,"<p>Erik Gunnar Asplund</p>
<p>Book ID: P00012</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'P00012,0,shopify,,deny,manual,42,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,10097768585
ernesto-gomez-gallardo-architect-100180,Ernesto Gomez Gallardo: Architect.,"<p>Ernesto Gomez Gallardo: Architect.</p>
<p>Book ID: 100180</p>",Idea,Book,,TRUE,,,,,,,'100180,0,shopify,,deny,manual,35,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9876241033
ernst-giselbrecht-architekturinterventionen-10839,Ernst Giselbrecht: Architekturinterventionen,"<p>Ernst Giselbrecht: Architekturinterventionen</p>
<p>Book ID: 10839</p>",Birkhauser,Book,,TRUE,,,,,,,'10839,0,shopify,,deny,manual,12,23,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9745674697
erwan-bouroullec-maarten-van-severen-chair-mvsc01,Erwan Bouroullec - Maarten Van Severen Chair Mvsc01,"<p>Erwan Bouroullec - Maarten Van Severen Chair Mvsc01</p>
<p>Book ID: S00122</p>",Idea,Book,Invoice,TRUE,,,,,,,'S00122,0,shopify,,deny,manual,25,,TRUE,TRUE,'9789490800543,,,,FALSE,,,,,,,,,,,,,,,,,lb,,10367794569
erwin-heerich-die-entwicklung-architektonischer-skulpturen,Erwin Heerich  Die Entwicklung architektonischer Skulpturen,"<p>Erwin Heerich  Die Entwicklung architektonischer Skulpturen</p>
<p>Book ID: S00505</p>",Konig,Book,,TRUE,,,,,,,'S00505,0,shopify,,deny,manual,140,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,1.19E+11
esrawe,Esrawe,"<p>Esrawe</p>
<p>Book ID: S00569</p>",Arquine,Book,,TRUE,,,,,,,'S00569,0,shopify,,deny,manual,45,,TRUE,TRUE,'9786077784555,,,,FALSE,,,,,,,,,,,,,,,,,lb,,1.46E+11
essential-eames-words-pictures,Essential Eames: Words & Pictures,"<p>Essential Eames: Words & Pictures</p>
<p>Book ID: S00500</p>",DAP,Book,,TRUE,,,,,,,'S00500,0,shopify,,deny,manual,39.95,,TRUE,TRUE,'9783945852170,,,,FALSE,,,,,,,,,,,,,,,,,lb,,1.15E+11
eternit-schweiz-architektur-und-firmenkultur-seit-1903-51093,Eternit Schweiz: Architektur und Firmenkultur Seit 1903,"<p>Eternit Schweiz: Architektur und Firmenkultur Seit 1903</p>
<p>Book ID: 51093</p>",ETH Zurich.,Book,,TRUE,,,,,,,'51093,0,shopify,,deny,manual,89,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9784016009
ettore-sottass,Ettore Sottsass senior Architetto,"<p>Ettore Sottsass senior Architetto</p>
<p>Book ID: P00053</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'P00053,0,shopify,,deny,manual,40,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,10282500553
ettore-sottsass-and-the-poetry-of-things-98824,Ettore Sottsass and the Poetry of Things,"<p>Ettore Sottsass and the Poetry of Things</p>
<p>Book ID: 98824</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'98824,0,shopify,,deny,manual,29.95,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9875813193
ettore-sottsass-new-edition,Ettore Sottsass (New Edition),"<p>Ettore Sottsass (New Edition)</p>
<p>Book ID: S00453</p>",Hachete,Book,bold_points_earned,TRUE,,,,,,,'S00453,0,shopify,,deny,manual,79.95,,TRUE,TRUE,'9780714875200,,,,FALSE,,,,,,,,,,,,,,,,,lb,,91643543561
eugenics-in-the-garden-transatlantic-architecture-and-the-crafting-of-modernity,Eugenics in the Garden Transatlantic Architecture and the Crafting of Modernity,"<p>Eugenics in the Garden Transatlantic Architecture and the Crafting of Modernity</p>
<p>Book ID: S00558</p>",University of Texas Press,Book,,TRUE,,,,,,,'S00558,0,shopify,,deny,manual,29.95,,TRUE,TRUE,'9781477314968,,,,FALSE,,,,,,,,,,,,,,,,,lb,,1.43E+11
eva-hesse-catalogue-raisonne-vol-1-paintings-vol-2-sculpture-70781,"Eva Hesse: Catalogue Raisonne - Vol. 1 Paintings, Vol. 2 Sculpture","<p>Eva Hesse: Catalogue Raisonne - Vol. 1 Paintings, Vol. 2 Sculpture</p>
<p>Book ID: 70781</p>",Yale University Press.,Book,,TRUE,,,,,,,'70781,0,shopify,,deny,manual,250,0,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9803012873
eva-hesse-diaries-99649,Eva Hesse Diaries,"<p>Eva Hesse Diaries</p>
<p>Book ID: 99649</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'99649,0,shopify,,deny,manual,45,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9876076041
eva-hesse-spectres-1960-84962,Eva Hesse Spectres 1960,"<p>Eva Hesse Spectres 1960</p>
<p>Book ID: 84962</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'84962,0,shopify,,deny,manual,40,0,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9822871945
event-arts-art-events,"""Event"" Arts & Art Events.","<p>""Event"" Arts & Art Events.</p>
<p>Book ID: 88344</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'88344,0,shopify,,deny,manual,100,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9841082633
event-design-74593,Event Design,"<p>Event Design</p>
<p>Book ID: 74593</p>",DAAB Publishing,Book,,TRUE,,,,,,,'74593,0,shopify,,deny,manual,32.95,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9806363337
evolution-architectural-design-using-grasshopper-100435,Evolution: Architectural Design Using Grasshopper,"<p>Evolution: Architectural Design Using Grasshopper</p>
<p>Book ID: 100435</p>",Idea,Book,,TRUE,,,,,,,'100435,0,shopify,,deny,manual,45,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9876285001
e-w-godwin-aesthetic-movement-architect-and-designer-41182,E.W. Godwin : Aesthetic Movement Architect and Designer,"<p>E.W. Godwin : Aesthetic Movement Architect and Designer</p>
<p>Book ID: 41182</p>",Yale,Book,Invoice,TRUE,,,,,,,'41182,0,shopify,,deny,manual,85,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,9362666761
exhibiting-the-postmodern-the-1980-venice-architecture-biennale,Exhibiting the Postmodern: The 1980 Venice Architecture Biennale,"<p>Exhibiting the Postmodern: The 1980 Venice Architecture Biennale</p>
<p>Book ID: S00187</p>",Penguin Random House,Book,,TRUE,,,,,,,'S00187,0,shopify,,deny,manual,32.5,0,TRUE,TRUE,'9788831726726,,,,FALSE,,,,,,,,,,,,,,,,,lb,,10445406153
existence-space-and-architecture,"Existence, Space and Architecture","<p>Existence, Space and Architecture</p>
<p>Book ID: 27431</p>",William Stout Architectural Books,Book,,TRUE,,,,,,,'27431,0,shopify,,deny,manual,30,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,10372938633
